CpuDebugInfo { acc_reg: 0, x_reg: 0, y_reg: 0, stk_ptr: fd, pgrm_ctr: c003, status: 22, fetched: 0, addr_abs: 20ad, addr_rel: 0, opcode_index: ad, opcode: Instruction { opcode: LDA, addressing_mode: ABS, cycles: 4 }, cycles: 5 }
CpuDebugInfo { acc_reg: 8d, x_reg: 8e, y_reg: a8, stk_ptr: fa, pgrm_ctr: c027, status: a4, fetched: 8e, addr_abs: 208e, addr_rel: 0, opcode_index: 8e, opcode: Instruction { opcode: STX, addressing_mode: ABS, cycles: 4 }, cycles: 4 }
CpuDebugInfo { acc_reg: 8d, x_reg: 8e, y_reg: a8, stk_ptr: fa, pgrm_ctr: c029, status: a4, fetched: 8e, addr_abs: 0, addr_rel: 0, opcode_index: 20, opcode: Instruction { opcode: JSR, addressing_mode: ABS, cycles: 6 }, cycles: 6 }
CpuDebugInfo { acc_reg: 8d, x_reg: 8e, y_reg: a8, stk_ptr: f7, pgrm_ctr: c02c, status: a4, fetched: 8e, addr_abs: c02b, addr_rel: 0, opcode_index: 0, opcode: Instruction { opcode: BRK, addressing_mode: IMM, cycles: 7 }, cycles: 7 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c02e, status: a4, fetched: a0, addr_abs: c02e, addr_rel: 0, opcode_index: a2, opcode: Instruction { opcode: LDX, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a9, stk_ptr: f7, pgrm_ctr: c030, status: a4, fetched: a9, addr_abs: c030, addr_rel: 0, opcode_index: a0, opcode: Instruction { opcode: LDY, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a9, stk_ptr: f7, pgrm_ctr: c032, status: a4, fetched: 8d, addr_abs: c032, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a9, stk_ptr: f7, pgrm_ctr: c035, status: a4, fetched: 8d, addr_abs: 208d, addr_rel: 0, opcode_index: 8d, opcode: Instruction { opcode: STA, addressing_mode: ABS, cycles: 4 }, cycles: 4 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a9, stk_ptr: f7, pgrm_ctr: c037, status: a4, fetched: 8d, addr_abs: d0d0, addr_rel: 0, opcode_index: 20, opcode: Instruction { opcode: JSR, addressing_mode: ABS, cycles: 6 }, cycles: 6 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a9, stk_ptr: f7, pgrm_ctr: c039, status: a4, fetched: 8d, addr_abs: c039, addr_rel: 0, opcode_index: d0, opcode: Instruction { opcode: BNE, addressing_mode: REL, cycles: 2 }, cycles: 2 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c03a, status: a4, fetched: 8d, addr_abs: c039, addr_rel: 0, opcode_index: 88, opcode: Instruction { opcode: DEY, addressing_mode: IMP, cycles: 2 }, cycles: 2 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c03b, status: a4, fetched: 8d, addr_abs: c039, addr_rel: 0, opcode_index: f7, opcode: Instruction { opcode: XXX, addressing_mode: IMP, cycles: 2 }, cycles: 2 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c03c, status: a4, fetched: 8d, addr_abs: c039, addr_rel: 0, opcode_index: f7, opcode: Instruction { opcode: XXX, addressing_mode: IMP, cycles: 2 }, cycles: 2 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c03d, status: a4, fetched: 8d, addr_abs: c039, addr_rel: 0, opcode_index: 3f, opcode: Instruction { opcode: XXX, addressing_mode: IMP, cycles: 2 }, cycles: 2 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c03e, status: a4, fetched: 8d, addr_abs: c039, addr_rel: 0, opcode_index: 3f, opcode: Instruction { opcode: XXX, addressing_mode: IMP, cycles: 2 }, cycles: 2 }
CpuDebugInfo { acc_reg: 8d, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c040, status: 26, fetched: 0, addr_abs: 6, addr_rel: 0, opcode_index: 6, opcode: Instruction { opcode: ASL, addressing_mode: ZP0, cycles: 5 }, cycles: 5 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c042, status: a4, fetched: 85, addr_abs: c042, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c044, status: a4, fetched: 85, addr_abs: 85, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c046, status: a4, fetched: 85, addr_abs: c046, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: a8, stk_ptr: f7, pgrm_ctr: c048, status: a4, fetched: 85, addr_abs: 85, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c04a, status: a4, fetched: 8c, addr_abs: c04a, addr_rel: 0, opcode_index: a0, opcode: Instruction { opcode: LDY, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c04d, status: a4, fetched: 8c, addr_abs: 208c, addr_rel: 0, opcode_index: 8c, opcode: Instruction { opcode: STY, addressing_mode: ABS, cycles: 4 }, cycles: 4 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c04f, status: a4, fetched: 8c, addr_abs: 606, addr_rel: 0, opcode_index: 20, opcode: Instruction { opcode: JSR, addressing_mode: ABS, cycles: 6 }, cycles: 6 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c051, status: 26, fetched: 0, addr_abs: a9, addr_rel: 0, opcode_index: 6, opcode: Instruction { opcode: ASL, addressing_mode: ZP0, cycles: 5 }, cycles: 5 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c053, status: a4, fetched: 85, addr_abs: c053, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c055, status: a4, fetched: 85, addr_abs: a9, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c057, status: a4, fetched: 85, addr_abs: c057, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c059, status: a4, fetched: 85, addr_abs: a9, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c05b, status: a4, fetched: 85, addr_abs: c05b, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c05d, status: a4, fetched: 85, addr_abs: 20, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c05f, status: a4, fetched: 85, addr_abs: c2c2, addr_rel: 0, opcode_index: 20, opcode: Instruction { opcode: JSR, addressing_mode: ABS, cycles: 6 }, cycles: 6 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c060, status: a4, fetched: 85, addr_abs: c2c2, addr_rel: 0, opcode_index: c2, opcode: Instruction { opcode: XXX, addressing_mode: IMP, cycles: 2 }, cycles: 2 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c062, status: a4, fetched: 85, addr_abs: c062, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c064, status: a4, fetched: 85, addr_abs: 85, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c066, status: a4, fetched: 85, addr_abs: c066, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c068, status: a4, fetched: 85, addr_abs: 85, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c06a, status: a4, fetched: 8c, addr_abs: c06a, addr_rel: 0, opcode_index: a0, opcode: Instruction { opcode: LDY, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c06d, status: a4, fetched: 8c, addr_abs: 208c, addr_rel: 0, opcode_index: 8c, opcode: Instruction { opcode: STY, addressing_mode: ABS, cycles: 4 }, cycles: 4 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c06f, status: a4, fetched: 8c, addr_abs: 606, addr_rel: 0, opcode_index: 20, opcode: Instruction { opcode: JSR, addressing_mode: ABS, cycles: 6 }, cycles: 6 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c071, status: 24, fetched: 85, addr_abs: a9, addr_rel: 0, opcode_index: 6, opcode: Instruction { opcode: ASL, addressing_mode: ZP0, cycles: 5 }, cycles: 5 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c073, status: a4, fetched: 85, addr_abs: c073, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c075, status: a4, fetched: 85, addr_abs: a9, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c077, status: a4, fetched: 85, addr_abs: c077, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c079, status: a4, fetched: 85, addr_abs: a9, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c07b, status: a4, fetched: 85, addr_abs: c07b, addr_rel: 0, opcode_index: a9, opcode: Instruction { opcode: LDA, addressing_mode: IMM, cycles: 2 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c07d, status: a4, fetched: 85, addr_abs: 20, addr_rel: 0, opcode_index: 85, opcode: Instruction { opcode: STA, addressing_mode: ZP0, cycles: 3 }, cycles: 3 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c07f, status: a4, fetched: 85, addr_abs: c2c2, addr_rel: 0, opcode_index: 20, opcode: Instruction { opcode: JSR, addressing_mode: ABS, cycles: 6 }, cycles: 6 }
CpuDebugInfo { acc_reg: 85, x_reg: a0, y_reg: 8c, stk_ptr: f7, pgrm_ctr: c080, status: a4, fetched: 85, addr_abs: c2c2, addr_rel: 0, opcode_index: c2, opcode: Instruction { opcode: XXX, addressing_mode: IMP, cycles: 2 }, cycles: 2 }
